ticker,appreciation,10bagger,table,permaticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
THR,1.9959283387622155,False,SEP,192942,Thermon Group Holdings Inc,NYSE,N,Domestic,88362T103,3620.0,Manufacturing,Electrical Industrial Apparatus,,Electrical Equipment,Industrials,Specialty Industrial Machinery,3 - Small,3 - Small,,USD,Texas; U.S.A,2020-01-14,2015-03-24,2011-05-05,2020-01-14,2010-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001489096,http://www.thermon.com
THRD,2.5243977764051877,False,SEP,197458,Tf Financial Corp,NASDAQ,Y,Domestic,872391107,6036.0,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,,Banking,Financial Services,Banks - Regional,2 - Micro,1 - Nano,,USD,Pennsylvania; U.S.A,2018-10-23,2015-01-02,1994-07-13,2014-10-24,1996-12-31,2014-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000921051,
THRM,14.342412451361866,True,SEP,197633,GENTHERM Inc,NASDAQ,N,Domestic,37253A103 03070L300 03070L102,3714.0,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,3 - Small,3 - Small,ARGN,USD,Michigan; U.S.A,2020-01-14,2014-10-17,1993-06-10,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000903129,http://www.gentherm.com
THS,2.4148896371118598,False,SEP,194886,TreeHouse Foods Inc,NYSE,N,Domestic,89469A104,2030.0,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,,Food Products,Consumer Defensive,Packaged Foods,4 - Mid,4 - Mid,,USD,Illinois; U.S.A,2020-01-14,2014-10-27,2005-06-28,2020-01-14,2003-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001320695,http://www.treehousefoods.com
THST,0.2463028169014085,False,SEP,191636,Truett-Hurst Inc,NASDAQ,Y,Domestic,897871109,2080.0,Manufacturing,Beverages,,Beer & Liquor,Consumer Defensive,Beverages - Wineries & Distilleries,1 - Nano,1 - Nano,,USD,California; U.S.A,2019-03-27,2015-04-04,2013-06-20,2019-03-27,2011-06-30,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001564709,
THTI,0.018000000000000002,False,SEP,194311,THT Heat Transfer Technology Inc,OTC,N,Domestic,886031103 11777M208,3443.0,Manufacturing,Fabricated Plate Work (Boiler Shops),,Fabricated Products,Energy,Oil & Gas Equipment & Services,2 - Micro,2 - Micro,,USD,China,2020-01-14,2015-01-05,2009-12-16,2020-01-13,2008-06-30,2018-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001375686,http://www.tht.cn
THYCY,1.7796791443850268,False,SEP,114330,Taiheiyo Cement Corp,OTC,N,ADR,87401G106,8880.0,Services,American Depositary Receipts,,,,None,,,,USD,Japan,2020-01-14,2018-10-10,2009-04-22,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001446689,http://www.taiheiyo-cement.co.jp
TI,0.564748201438849,False,SEP,121535,TIM SpA,NYSE,Y,ADR Primary,87927Y102,4899.0,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,Communication Services,Telecom Services,6 - Mega,5 - Large,TI.A TIIAY,USD,Italy,2019-07-05,2017-12-02,2003-10-09,2019-07-05,2002-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000948642,
TI.A,0.6429378531073447,False,SEP,119240,TIM SpA,NYSE,Y,ADR Secondary,87927Y201,4899.0,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,Communication Services,Telecom Services,,,TI TIA,USD,Italy,2019-07-05,2018-06-03,2003-10-09,2019-07-05,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000948642,
TIAOF,0.5688073394495412,False,SEP,114419,Telecom Italia Spa,OTC,N,ADR,T92778108 T92765170 T92778124,8880.0,Services,American Depositary Receipts,,,,None,,,,USD,Italy,2020-01-14,2018-10-10,2009-02-13,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000907007,http://www.telecomitalia.com
TIBB,0.04065268010373646,False,SEP,122744,Tib Financial Corp,NASDAQ,Y,Domestic,872449202 872449103,6022.0,Finance Insurance And Real Estate,State Commercial Banks,,Banking,Financial Services,Banks - Regional,5 - Large,2 - Micro,,USD,Florida; U.S.A,2018-10-23,2017-09-11,1997-06-20,2012-09-19,1996-12-31,2012-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001013796,
TIBR,1.005988023952096,False,SEP,120340,Tiberius Acquisition Corp,NASDAQ,N,Domestic Primary,88633A107 88633A206,6770.0,Finance Insurance And Real Estate,Blank Checks,,Trading,Industrials,Conglomerates,2 - Micro,,TIBRU TIBRW,USD,Louisiana; U.S.A,2020-01-14,2018-03-18,2018-03-16,2020-01-14,2016-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001662253,
TIBX,5.073995771670191,False,SEP,196344,Tibco Software Inc,NASDAQ,Y,Domestic,88632Q103,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,5 - Large,3 - Small,,USD,California; U.S.A,2019-05-30,2014-09-30,1999-07-14,2014-12-04,1997-12-31,2014-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001085280,
TIE,3.3811475409836067,False,SEP,189951,Titanium Metals Corp,NYSE,Y,Domestic,888339207 888339108,3341.0,Manufacturing,Secondary Smelting & Refining Of Nonferrous Metals,,Steel Works Etc,Basic Materials,Aluminum,4 - Mid,3 - Small,,USD,Texas; U.S.A,2018-09-21,2015-05-29,1996-06-05,2013-01-07,1996-12-31,2012-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001011657,
TIER,1.5712719298245617,False,SEP,195552,Tier Reit Inc,NYSE,Y,Domestic,88650V208,6798.0,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,Real Estate,REIT - Office,3 - Small,3 - Small,,USD,Texas; U.S.A,2019-06-14,2015-09-18,2015-07-23,2019-06-14,2002-12-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001176373,
TIF,5.993753549119817,False,SEP,199285,Tiffany & Co,NYSE,N,Domestic,886547108,5944.0,Retail Trade,Retail-Jewelry Stores,,Retail,Consumer Cyclical,Luxury Goods,5 - Large,4 - Mid,,USD,New York; U.S.A,2020-01-14,2014-09-24,1987-12-30,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000098246,http://www.tiffany.com
TIG,3.588034188034188,False,SEP,124253,TiGenix NV,NASDAQ,Y,ADR,88675R109,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,,USD,Belgium,2018-10-16,2017-04-08,2016-12-15,2018-07-25,2014-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001581987,
TIGO,0.8918831740073897,False,SEP,111685,Millicom International Cellular Sa,NASDAQ,N,ADR,L6388F110 L6388F102,4812.0,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication,Communication Services,Telecom Services,4 - Mid,4 - Mid,MIICF,USD,Luxembourg,2020-01-14,2019-01-17,2019-01-10,2020-01-14,2016-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000912958,http://www.millicom.com
TIGR,1.1849816849816852,False,SEP,111092,UP Fintech Holding Ltd,NASDAQ,N,ADR,91531W106,6211.0,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,Financial Services,Capital Markets,,1 - Nano,,USD,China,2020-01-14,2019-03-20,2019-03-20,2020-01-14,2016-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001756699,http://www.itiger.com
TIGR1,0.017171717171717175,False,SEP,198285,TigerLogic CORP,NASDAQ,Y,Domestic,8867EQ101 096434105 75087R108,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,2 - Micro,1 - Nano,TIGR,USD,Oregon; U.S.A,2019-03-20,2014-11-02,1987-10-16,2017-07-25,1996-12-31,2015-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000820738,
TII,2.5086956521739125,False,SEP,114246,Telmex Internacional SAB de CV,NYSE,Y,ADR,879690105 879690204,4812.0,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication,Communication Services,Telecom Services,4 - Mid,4 - Mid,TMLSF TII.A,USD,Mexico,2018-10-16,2018-10-10,2008-06-26,2010-08-25,2005-12-31,2009-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001436223,
TIII,3.2923076923076926,False,SEP,122590,Tii Network Technologies Inc,NASDAQ,Y,Domestic,872479209,3613.0,Manufacturing,Switchgear & Switchboard Apparatus,,Electrical Equipment,Industrials,Specialty Industrial Machinery,1 - Nano,2 - Micro,,USD,New York; U.S.A,2019-07-10,2017-09-24,1986-01-01,2012-07-30,1996-12-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000277928,
TIKK,0.7681564245810055,False,SEP,199297,Tel Instrument Electronics Corp,OTC,N,Domestic,879165207,3670.0,Manufacturing,Electronic Components & Accessories,,Electronic Equipment,Industrials,Aerospace & Defense,1 - Nano,1 - Nano,TIK,USD,New Jersey; U.S.A,2020-01-14,2015-12-11,1999-06-11,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000096885,http://www.telinstrument.com
TIKRF,0.4,False,SEP,115387,Tikcro Technologies Ltd,OTC,N,ADR,M8789G100 M8790M112 M8790M104,8731.0,Services,Services-Commercial Physical & Biological Research,,Business Services,Healthcare,Biotechnology,1 - Nano,1 - Nano,,USD,Israel,2020-01-14,2018-09-13,2000-07-03,2020-01-13,2000-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001117095,
TIL,0.5882352941176471,False,SEP,124177,Till Capital Ltd,NASDAQ,Y,Domestic,G8875E107,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Property & Casualty,1 - Nano,1 - Nano,TILCF,USD,Bermuda,2018-10-16,2017-05-15,2014-05-20,2018-05-02,2014-03-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001625584,
TILE,6.963636363636363,False,SEP,198871,Interface Inc,NASDAQ,N,Domestic,458665304 458665106,2273.0,Manufacturing,Carpets & Rugs,,Textiles,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3 - Small,3 - Small,IFSIA,USD,Georgia; U.S.A,2020-01-14,2015-03-26,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000715787,http://www.interface.com
TIME,0.8872901678657074,False,SEP,191291,Time Inc,NYSE,Y,Domestic,887228104,2721.0,Manufacturing,Periodicals: Publishing Or Publishing & Printing,,Printing and Publishing,Consumer Cyclical,Publishing,4 - Mid,4 - Mid,,USD,New York; U.S.A,2018-06-13,2015-03-19,2014-05-21,2018-01-31,2011-12-31,2017-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001591517,
TIN,8.223650385604111,False,SEP,188733,Temple Inland Inc,NYSE,Y,Domestic,879868107 879868206,2631.0,Manufacturing,Paperboard Mills,,Business Supplies,Basic Materials,Paper & Paper Products,4 - Mid,4 - Mid,,USD,Texas; U.S.A,2018-10-23,2015-11-24,1986-01-01,2012-02-10,2004-03-31,2011-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000731939,
TINLY,1.98,False,SEP,114267,Teijin Limited,OTC,N,ADR,879063204,,,,,,,None,,,,USD,,2020-01-14,2018-10-10,2006-06-02,2020-01-13,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000940415,
TIPT,1.31055900621118,False,SEP,124752,Tiptree Inc,NASDAQ,N,Domestic,88822Q103 141657106,6331.0,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,,Insurance,Financial Services,Insurance - Specialty,3 - Small,3 - Small,CVTR CRE,USD,New York; U.S.A,2020-01-14,2016-10-28,2010-10-15,2020-01-14,2010-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001393726,http://www.tiptreeinc.com
TIS,0.1420389461626575,False,SEP,194855,Orchids Paper Products CO,NYSEMKT,Y,Domestic,68572N104,2621.0,Manufacturing,Paper Mills,,Business Supplies,Consumer Defensive,Household & Personal Products,3 - Small,2 - Micro,TISUQ,USD,Oklahoma; U.S.A,2019-03-29,2014-12-22,2005-07-15,2019-03-29,2004-06-30,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001324189,
TISA,1.2923076923076922,False,SEP,189422,Top Image Systems Ltd,NASDAQ,Y,ADR,M87896102,3577.0,Manufacturing,Computer Peripheral Equipment Nec,,Computers,Technology,Software - Application,2 - Micro,1 - Nano,,USD,Israel,2019-05-03,2016-02-16,1996-11-25,2019-05-03,2000-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001021991,
TISI,1.4250814332247557,False,SEP,199077,Team Inc,NYSE,N,Domestic,878155100,7600.0,Services,Services-Miscellaneous Repair Services,,Personal Services,Industrials,Specialty Business Services,3 - Small,3 - Small,,USD,Texas; U.S.A,2020-01-14,2015-01-19,1992-03-17,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000318833,http://www.teaminc.com
TITN,1.768181818181818,False,SEP,193876,Titan Machinery Inc,NASDAQ,N,Domestic,88830R101,5990.0,Retail Trade,Retail-Retail Stores Nec,,Retail,Industrials,Industrial Distribution,3 - Small,4 - Mid,,USD,North Dakota; U.S.A,2020-01-14,2014-10-28,2007-12-13,2020-01-14,2005-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001409171,http://www.titanmachinery.com
TIVO,0.5943877551020409,False,SEP,124631,TiVo Corp,NASDAQ,N,Domestic,779376102 88870P106 555904101,6794.0,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading,Technology,Software - Application,4 - Mid,3 - Small,ROVI MVSN MVSND,USD,California; U.S.A,2020-01-14,2014-10-23,1997-03-13,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001675820,http://www.tivo.com
TIVO1,1.7181818181818185,False,SEP,196313,Tivo Inc,NASDAQ,Y,Domestic,888706108,4841.0,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,Consumer Cyclical,Entertainment,3 - Small,3 - Small,TIVO,USD,California; U.S.A,2018-12-31,2014-10-23,1999-09-30,2016-09-07,1997-06-30,2016-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001088825,
TIXC,1.631578947368421,False,SEP,186874,Tix CORP,OTC,Y,Domestic,888733102 17241E102 17241E201,7830.0,Services,Services-Motion Picture Theaters,,Entertainment,Consumer Cyclical,Entertainment,2 - Micro,2 - Micro,,USD,California; U.S.A,2018-09-21,2015-07-07,1994-09-27,2015-07-02,1996-12-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000925956,
TJX,9.674545454545452,False,SEP,199196,Tjx Companies Inc,NYSE,N,Domestic,872540109 872540208,5651.0,Retail Trade,Retail-Family Clothing Stores,,Retail,Consumer Cyclical,Apparel Retail,5 - Large,5 - Large,,USD,Massachusetts; U.S.A,2020-01-14,2014-10-06,1988-01-05,2020-01-14,1996-09-30,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000109198,http://www.tjx.com
TK,0.2867593269934162,False,SEP,189209,Teekay Corp,NYSE,N,ADR,Y8564W103 V89564104,4412.0,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,,Transportation,Energy,Oil & Gas Integrated,4 - Mid,4 - Mid,,USD,Bermuda,2020-01-14,2016-01-19,1995-07-20,2020-01-14,1996-03-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000911971,http://www.teekay.com
TKAT,0.4128205128205129,False,SEP,124571,Takung Art Co Ltd,NYSEMKT,N,Domestic,87407Q207,5990.0,Retail Trade,Retail-Retail Stores Nec,,Retail,Technology,Internet Retail,2 - Micro,1 - Nano,,USD,Hong Kong,2020-01-14,2016-11-21,2015-11-25,2020-01-14,2013-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001491487,http://www.takungart.com
TKC,0.4714160070360599,False,SEP,166027,Turkcell Iletisim Hizmetleri A S,NYSE,N,ADR,900111204 900111105,4813.0,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,Communication Services,Telecom Services,5 - Large,4 - Mid,,USD,Turkey,2020-01-14,2016-01-06,2000-07-11,2020-01-14,2000-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071321,http://www.turkcell.com.tr
TKKS,0.9870517928286854,False,SEP,115859,TKK SYMPHONY ACQUISITION Corp,NASDAQ,N,Domestic Primary,G88950103 G88950111,6770.0,Finance Insurance And Real Estate,Blank Checks,,Trading,Industrials,Conglomerates,3 - Small,,TKKSU TKKSW TKKSR,USD,Hong Kong,2020-01-14,2018-08-20,2018-08-16,2020-01-14,2018-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001738758,
TKLC,0.8994276369582992,False,SEP,188655,Tekelec,NASDAQ,Y,Domestic,879101103,3663.0,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,Technology,Communication Equipment,4 - Mid,3 - Small,,USD,North Carolina; U.S.A,2018-10-25,2015-06-21,1986-05-19,2012-01-27,1996-12-31,2011-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000790705,
TKLS,0.7841584158415842,False,SEP,124478,Trutankless Inc,OTC,N,Domestic,09767T100,3630.0,Manufacturing,Household Appliances,,Consumer Goods,Technology,Consumer Electronics,2 - Micro,1 - Nano,BOLC,USD,Arizona; U.S.A,2020-01-14,2016-11-25,2011-01-03,2020-01-13,2008-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001429393,http://www.trutankless.com
TKOI,1.13,False,SEP,196251,Telkonet Inc,OTC,N,Domestic,879604106,3822.0,Manufacturing,Auto Controls For Regulating Residential & Comml Environments,,Measuring and Control Equipment,Industrials,Specialty Industrial Machinery,2 - Micro,1 - Nano,,USD,Wisconsin; U.S.A,2020-01-14,2015-01-19,2000-09-06,2020-01-14,2003-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001094084,http://www.telkonet.com
TKPPY,2.400806993947546,False,SEP,116197,Technip,NYSE,Y,ADR,878546209,1600.0,Construction,Heavy Construction Other Than Bldg Const - Contractors,,Construction,Industrials,Engineering & Construction,4 - Mid,4 - Mid,,USD,France,2018-10-16,2018-07-19,2001-10-22,2017-01-13,2002-12-31,2006-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001157654,
TKR,3.802964254577157,False,SEP,199283,Timken Co,NYSE,N,Domestic,887389104,3562.0,Manufacturing,Ball & Roller Bearings,,Machinery,Industrials,Tools & Accessories,4 - Mid,4 - Mid,,USD,Ohio; U.S.A,2020-01-14,2014-09-30,1986-01-01,2020-01-14,2004-03-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000098362,http://www.timken.com
TKTM,3.581395348837209,False,SEP,186211,Ticketmaster Entertainment Inc,NASDAQ,Y,Domestic,88633P203 88633P302,7990.0,Services,Services-Miscellaneous Amusement & Recreation,,Entertainment,Consumer Cyclical,Leisure,3 - Small,3 - Small,,USD,California; U.S.A,2019-02-11,2015-11-22,2008-08-13,2010-01-25,2006-12-31,2009-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001006637,
TLAB,0.6506666666666666,False,SEP,199087,Tellabs Inc,NASDAQ,Y,Domestic,879664100,3661.0,Manufacturing,Telephone & Telegraph Apparatus,,Electronic Equipment,Technology,Communication Equipment,5 - Large,4 - Mid,,USD,Illinois; U.S.A,2019-04-23,2015-03-20,1986-01-01,2013-12-02,1997-03-31,2013-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000317771,
TLB,1.3269230769230769,False,SEP,188501,Talbots Inc,NYSE,Y,Domestic,874161102,5621.0,Retail Trade,Retail-Women'S Clothing Stores,,Retail,Consumer Cyclical,Apparel Retail,4 - Mid,4 - Mid,,USD,Massachusetts; U.S.A,2018-10-28,2015-06-09,1993-11-22,2012-08-03,1996-12-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000912263,
TLC,1.0060344827586207,False,SEP,113500,Taiwan Liposome Company Ltd,NASDAQ,N,ADR,874038102,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,,USD,Taiwan,2020-01-14,2018-11-26,2018-11-21,2020-01-14,2016-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001722890,http://www.tlcbio.com
TLCR,1.3617021276595749,False,SEP,189022,Talecris Biotherapeutics Holdings Corp,NASDAQ,Y,Domestic,874227101,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,4 - Mid,3 - Small,,USD,North Carolina; U.S.A,2019-05-26,2015-06-10,2009-10-01,2011-05-27,2008-09-30,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001405197,
TLCVF,0.07142857142857142,False,SEP,120700,Tlc Vision Corp,NASDAQ,Y,Domestic,872549100 872934104 87255E108,8093.0,Services,Services-Specialty Outpatient Facilities Nec,,Healthcare,Healthcare,Medical Care Facilities,3 - Small,3 - Small,TLCV,USD,Ontario; Canada,2018-09-21,2018-01-31,1997-07-02,2010-08-10,1997-06-30,2010-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001010610,
TLEO,5.341463414634147,False,SEP,188622,Taleo Corp,NASDAQ,Y,Domestic,87424N104,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Application,3 - Small,3 - Small,,USD,California; U.S.A,2019-09-03,2015-06-21,2005-09-29,2012-04-04,2004-12-31,2011-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001134203,
TLF,3.1578947368421053,False,SEP,197595,Tandy Leather Factory Inc,NASDAQ,N,Domestic,87538X105 522126101,3100.0,Manufacturing,Leather & Leather Products,,Apparel,Consumer Cyclical,Specialty Retail,2 - Micro,2 - Micro,,USD,Texas; U.S.A,2020-01-14,2014-12-02,1993-09-27,2020-01-14,1996-12-31,2019-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000909724,http://www.tandyleather.com
TLGD,1.8162162162162163,False,SEP,185810,Tollgrade Communications Inc,NASDAQ,Y,Domestic,889542106,7385.0,Services,Services-Telephone Interconnect Systems,,Business Services,Technology,Software - Application,3 - Small,2 - Micro,,USD,Pennsylvania; U.S.A,2019-07-04,2015-07-02,1995-12-14,2011-05-09,1996-12-31,2011-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001002531,
TLGT,1.9333333333333331,False,SEP,199018,Teligent Inc,NASDAQ,N,Domestic,87960W104 449575109,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,3 - Small,2 - Micro,IG,USD,New Jersey; U.S.A,2020-01-14,2014-10-30,1986-01-01,2020-01-14,1996-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000352998,http://www.teligent.com
TLK,2.720158494304111,False,SEP,120382,Perusahaan Perseroan Persero Pt Telekomunikasi Indonesia Tbk,NYSE,N,ADR,715684106,4813.0,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,Communication Services,Telecom Services,5 - Large,4 - Mid,,USD,Indonesia,2020-01-14,2018-03-14,1995-11-14,2020-01-14,2002-12-31,2018-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001807,http://www.telkom.co.id
TLKGY,0.5624661979448351,False,SEP,111588,Telkom Sa Ltd,OTC,N,ADR,879603108,3661.0,Manufacturing,Telephone & Telegraph Apparatus,,,Technology,Communication Equipment,,,TKG,USD,South Africa,2020-01-14,2019-02-20,2003-03-04,2020-01-14,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001214299,http://www.telkom.co.za
TLMR,1.6855072463768117,False,SEP,186593,Talmer Bancorp Inc,NASDAQ,Y,Domestic,87482X101,6021.0,Finance Insurance And Real Estate,National Commercial Banks,,Banking,Financial Services,Banks - Regional,3 - Small,3 - Small,,USD,Michigan; U.S.A,2019-06-15,2015-09-09,2014-02-12,2016-08-31,2012-09-30,2016-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001360683,
TLN,0.6746987951807228,False,SEP,171314,Talen Energy Corp,NYSE,Y,Domestic,87422J105,4911.0,Transportation Communications Electric Gas And Sanitary Service,Electric Services,,Utilities,Utilities,Utilities - Regulated Electric,4 - Mid,4 - Mid,,USD,Pennsylvania; U.S.A,2018-06-13,2016-03-22,2015-05-18,2016-12-05,2014-03-31,2016-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001622536,
TLND,1.6255223400835743,False,SEP,124320,Talend SA,NASDAQ,N,Domestic,874224207,7372.0,Services,Services-Prepackaged Software,,Business Services,Technology,Software - Infrastructure,4 - Mid,2 - Micro,,USD,California; U.S.A,2020-01-14,2017-03-23,2016-08-15,2020-01-14,2015-12-31,2019-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001668105,http://www.talend.com
TLOG,0.006857142857142858,False,SEP,186744,TETRALOGIC PHARMACEUTICALS Corp,NASDAQ,Y,Domestic,88165U109,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,,,USD,Pennsylvania; U.S.A,2018-06-13,2015-05-25,2013-12-12,2017-04-11,2011-12-31,2016-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001361248,
TLON,0.8409090909090909,False,SEP,195824,Talon Therapeutics Inc,NYSEMKT,Y,Domestic,40963P105 87484H104 40963P204,2834.0,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,HNAB,USD,California; U.S.A,2019-06-13,2015-12-02,2003-08-28,2013-07-16,2003-09-30,2013-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001140028,
